"Harapan_Lama_Sekolah","Pengeluaran_Perkapita","Rerata_Lama_Sekolah","Usia_Harapan_Hidup","IPM"
"0.64027777777778","10071","9:33","70:14:00","High"
"0.76319444444444","16778","0.54513888888889","71:45:00","Very-High"
"0.60763888888889","11273","11:14","70:51:00","High"
"15:35","12057","11:11","69:42:00","High"
"15:02","11367","0.47986111111111","71:06:00","High"
"0.62569444444444","7317","0.35","64:02:00","Normal"
"13:23","10420","9:54","69:01:00","High"
"12:57","6898","5:36","69.75","Normal"
"13:32","9684","0.37638888888889","62:06:00","Normal"
"13:24","11236","9:28","64.91","High"
"13:06","10071","0.37638888888889","67:15:00","Normal"
"0.58958333333333","11648","0.43402777777778","68.63","High"
"13:45","12154","10:52","70:08:00","High"
"0.55069444444444","11150","9:24","69.93","High"
"12:06","10890","0.38819444444444","68:26:00","High"
"0.55416666666667","11308","9:06","71:22:00","High"
"13:01","10350","9:58","69","High"
"0.55277777777778","12349","0.42986111111111","71:04:00","High"
"13:35","12225","10:09","71.73","High"
"13:05","11071","0.37847222222222","68:08:00","High"
"12:23","6974","0.26736111111111","68.74","Normal"
"13:28","7850","9:54","69:27:00","Normal"
"0.60138888888889","8170","9:03","65.74","Normal"
"13:47","8422","9:43","71:27:00","High"
"12:06","10950","8:54","68.68","High"
"0.54375","10410","8:06","66.96","Normal"
"0.56041666666667","9987","9:37","67:17:00","Normal"
"13:03","8807","9:01","67:09:00","Normal"
"13","11495","0.38541666666667","68.71","High"
"13:04","11779","8:04","69:46:00","High"
"13:03","6064","6:58","69:43:00","Normal"
"0.56527777777778","5830","6:49","68.96","Normal"
"13:16","11473","10:04","69:01:00","High"
"12:05","11132","9:44","63:27:00","Normal"
"14:45","12372","11:16","73:55:00","High"
"0.55","12876","10:31","70.87","High"
"0.63472222222222","14890","11:39","73:14:00","Very-High"
"0.58472222222222","10997","0.48125","72:38:00","High"
"14:54","10856","11","69:41:00","High"
"0.59305555555556","7980","0.37569444444444","71:19:00","Normal"
"14:02","10733","0.40208333333333","69:47:00","High"
"0.55694444444444","6281","7:09","64.73","Normal"
"13:32","9212","8:26","70.86","Normal"
"13:04","10171","0.35138888888889","68:58:00","Normal"
"12:37","10361","8:11","66:21:00","Normal"
"14:33","10588","0.37569444444444","69.94","High"
"0.58819444444444","10998","0.35208333333333","68.79","High"
"0.60208333333333","9651","0.4","72:37:00","High"
"13:29","9596","0.36041666666667","69.79","Normal"
"12:08","8425","8:09","67:04:00","Normal"
"0.54930555555556","10325","8:28","67.81","Normal"
"12:43","11273","8:47","71:33:00","High"
"0.58402777777778","9047","8:19","67.82","Normal"
"16:52","14481","11:58","73.65","Very-High"
"14:32","12117","11:03","73.61","High"
"13:17","10182","10:17","70","High"
"15:06","10734","0.50138888888889","72.82","High"
"0.65069444444444","13282","11:33","74:38:00","Very-High"
"14:26","13281","0.46736111111111","73.74","High"
"14:54","12796","10:59","70:28:00","High"
"13:02","10675","9:14","71:06:00","High"
"13:33","10243","8:59","68:55:00","High"
"12:36","10202","8:38","70:25:00","Normal"
"0.52152777777778","9954","7:23","67.85","Normal"
"12:24","11606","8:05","71:16:00","High"
"0.55277777777778","11799","0.42083333333333","71:11:00","High"
"13:46","10796","9:26","70.76","High"
"0.55833333333333","9374","8:39","70:06:00","Normal"
"0.56041666666667","11331","0.42291666666667","71:02:00","High"
"0.54722222222222","9362","8:25","70:03:00","Normal"
"0.55694444444444","7790","7:07","67.68","Normal"
"15:54","14433","0.50555555555556","72:34:00","Very-High"
"13:12","11751","10:07","70.93","High"
"0.56805555555556","10392","8:55","71:16:00","High"
"0.60208333333333","9995","8:55","69.93","High"
"0.52708333333333","10279","0.34444444444444","71:26:00","Normal"
"12:27","11616","0.35208333333333","69:17:00","Normal"
"0.56388888888889","9825","8:11","70:56:00","Normal"
"0.55763888888889","8556","8:57","71:27:00","Normal"
"12:16","9026","6:07","66:23:00","Normal"
"0.54305555555556","9480","0.34097222222222","68:12:00","Normal"
"12:06","10389","7:58","69.99","Normal"
"0.54305555555556","11471","8:27","67.74","Normal"
"15:01","12056","0.48055555555556","72.65","High"
"0.63819444444444","10248","10:32","72:11:00","High"
"12:45","10652","8:24","69.88","High"
"12:06","10020","8:07","68:02:00","Normal"
"11:42","10725","7:04","68.61","Normal"
"0.52569444444444","10951","0.34652777777778","68:09:00","Normal"
"12:34","9730","8:46","66:04:00","Normal"
"12:08","9520","7:52","68:14:00","Normal"
"12","10088","0.33472222222222","68.75","Normal"
"0.51041666666667","9850","7:02","68.97","Normal"
"0.51041666666667","8580","0.35","67:04:00","Normal"
"12:23","11505","7:55","69:01:00","Normal"
"12:03","10424","0.35138888888889","65:48:00","Normal"
"12:06","9350","7:06","65:08:00","Normal"
"12:05","8196","7:04","68:27:00","Normal"
"11:57","9783","0.30833333333333","65.68","Normal"
"14:41","14679","10:53","70.79","High"
"0.56319444444444","12723","0.44166666666667","70:32:00","High"
"0.55902777777778","8795","9:39","66.71","Normal"
"13:37","13243","0.43680555555556","69:25:00","High"
"0.58402777777778","10380","0.39166666666667","69:35:00","High"
"0.58402777777778","9837","9:26","67:09:00","High"
"0.59930555555556","10234","8:28","68:57:00","High"
"0.56041666666667","10263","0.35208333333333","68:19:00","Normal"
"0.56875","8593","8:37","66.63","Normal"
"13:28","8220","0.36041666666667","67.75","Normal"
"0.55069444444444","10266","8:29","66.64","Normal"
"12:57","11124","0.36041666666667","63:29:00","Normal"
"12:09","9273","8:24","67.95","Normal"
"13:03","9392","7:47","68:19:00","Normal"
"16:02","13938","0.51319444444444","70:13:00","Very-High"
"0.54513888888889","9982","8:05","70.65","Normal"
"12:25","9929","8:06","67:58:00","Normal"
"12:18","9250","7:22","68:56:00","Normal"
"12:05","9875","0.33958333333333","69:33:00","Normal"
"0.55902777777778","9983","7:06","70.73","Normal"
"0.56388888888889","11219","7:58","69.84","High"
"12:48","8733","8:21","69:21:00","Normal"
"12:36","9102","7:07","69:04:00","Normal"
"0.52013888888889","10683","7:49","69.97","Normal"
"12:36","7892","7:07","69:04:00","Normal"
"0.55763888888889","10262","8:38","70:08:00","High"
"0.50208333333333","7894","0.31111111111111","68:19:00","Normal"
"12:05","8395","7:24","70","Normal"
"0.52708333333333","8457","8:01","63:05:00","Normal"
"0.62777777777778","12197","0.48125","71:37:00","High"
"14:47","11906","0.48333333333333","71.63","High"
"12:05","12794","8:06","70.64","High"
"0.55347222222222","12416","8:24","71:06:00","High"
"0.51736111111111","13554","8:46","71:05:00","High"
"11:53","12233","7:22","70:06:00","Normal"
"0.51458333333333","12909","7:19","71:36:00","High"
"11:37","11757","0.29652777777778","68:16:00","Normal"
"11:52","11730","8:22","72:03:00","High"
"13:15","15663","0.43888888888889","73:03:00","High"
"0.56041666666667","14209","10:12","69.96","High"
"12:42","11885","8:17","70.91","High"
"13:01","14482","8:44","70:38:00","High"
"13:09","14705","0.38402777777778","65:06:00","High"
"12:45","11998","0.29652777777778","62:06:00","Normal"
"0.55625","11875","7:17","67:21:00","Normal"
"13:16","18095","11:14","73:33:00","Very-High"
"14:12","15498","10:25","72:01:00","High"
"0.56805555555556","18227","11:13","72.91","Very-High"
"12:57","12412","0.38055555555556","68.76","High"
"13:33","23575","0.50208333333333","74:12:00","Very-High"
"0.60138888888889","17438","0.50416666666667","74:47:00","Very-High"
"13:25","17179","11:38","74:11:00","Very-High"
"12:08","20468","0.46041666666667","73.62","Very-High"
"0.54375","18437","10:08","73:28:00","Very-High"
"12:05","10845","8:55","73:04:00","High"
"12:48","10317","8:03","71:17:00","High"
"12:23","8823","7:07","70.97","Normal"
"0.52708333333333","7980","7:18","70:13:00","Normal"
"0.54791666666667","10201","0.4","73:53:00","High"
"0.52152777777778","7876","7:52","71:41:00","Normal"
"12:53","7852","7:35","69:47:00","Normal"
"14:06","9288","7:07","71.83","High"
"12:22","9459","7:57","73:59:00","Normal"
"12:25","10342","0.31388888888889","71.99","Normal"
"12:22","9521","7:27","70:27:00","Normal"
"0.56736111111111","10217","8:51","72:43:00","High"
"12:25","9859","6:03","71.63","Normal"
"11:07","10790","7:01","72:35:00","Normal"
"12:11","11614","8:09","70.99","High"
"12:09","11315","0.34513888888889","72:15:00","High"
"13:09","11241","9:12","73.68","High"
"0.51875","8455","8:19","72:34:00","Normal"
"12:07","9084","0.34305555555556","71:04:00","Normal"
"13:41","11564","10:33","73.61","High"
"13:47","10999","9:59","72:42:00","High"
"14:02","16887","0.46875","74:28:00","Very-High"
"13:12","11800","0.43819444444444","72:26:00","High"
"14","15776","11:16","75:01:00","Very-High"
"0.60555555555556","15281","11:28","74:44:00","Very-High"
"13:08","12025","0.48333333333333","74:03:00","High"
"13:45","10263","9:33","72:15:00","High"
"13:23","10535","0.37708333333333","70.99","High"
"12:07","10930","0.33958333333333","74:37:00","High"
"12:05","10440","0.31736111111111","73.73","Normal"
"0.55902777777778","11448","7:52","73.72","High"
"0.52708333333333","9914","7:24","73:14:00","Normal"
"11:46","9263","0.30138888888889","74:18:00","Normal"
"13:34","8901","7:54","73:04:00","Normal"
"13:05","10163","8:12","74.72","High"
"0.51041666666667","10621","0.30625","71.82","Normal"
"12:54","9301","0.34583333333333","73.72","Normal"
"12:56","12910","0.35","75.95","High"
"13:25","11921","8:58","76.78","High"
"0.59930555555556","11325","9:34","77.65","High"
"12:49","9286","7:33","76:16:00","High"
"0.58888888888889","11428","8:56","77:47:00","High"
"0.55763888888889","12589","0.33680555555556","75.71","High"
"12:03","10221","0.31319444444444","74.75","Normal"
"12:02","9571","0.30763888888889","74:41:00","Normal"
"12:11","10328","7:16","74:55:00","High"
"0.54513888888889","10390","7:44","76:22:00","High"
"13:23","11160","0.38541666666667","76:06:00","High"
"0.55208333333333","10343","0.33888888888889","75.84","High"
"13:31","10128","0.34097222222222","75:04:00","High"
"0.56736111111111","11966","8:02","75.73","High"
"12:14","9343","7:24","75:58:00","Normal"
"0.56597222222222","11425","7:45","74:43:00","High"
"12:01","9431","0.31041666666667","74.69","Normal"
"12:41","10312","0.31319444444444","73.69","Normal"
"0.52430555555556","8461","6:42","73:04:00","Normal"
"0.54652777777778","9612","0.31805555555556","71:06:00","Normal"
"12:04","10058","6:21","69:33:00","Normal"
"14:14","12210","10:39","76.85","High"
"0.64375","14761","0.46458333333333","77:22:00","Very-High"
"15:41","15699","10:42","77:04:00","Very-High"
"15:52","15243","10:53","77:34:00","Very-High"
"0.55833333333333","12467","0.4","74:38:00","High"
"13:05","12999","8:51","74:46:00","High"
"15:59","14015","9:55","74.99","High"
"14:26","10041","0.39305555555556","75:24:00","High"
"15:17","15517","9:55","73.86","Very-High"
"0.56736111111111","9486","7:21","74:12:00","Normal"
"0.71736111111111","15926","0.47986111111111","74.81","Very-High"
"17:43","18678","11:46","74.65","Very-High"
"13:19","11601","0.34583333333333","71:03:00","High"
"0.54444444444444","8796","7:06","71.94","Normal"
"0.59236111111111","9670","7:54","72.77","High"
"12:35","9630","7:55","73.75","Normal"
"13:31","10705","8:33","74:08:00","High"
"12:46","10654","7:39","73:52:00","High"
"13:15","11000","8:02","72.61","High"
"13:18","10028","7:42","72:55:00","High"
"0.51458333333333","9088","6:04","70:01:00","Normal"
"13:42","9294","6:48","69:15:00","Normal"
"12:08","12140","7:16","70.65","High"
"13:28","10610","0.27291666666667","66.74","Normal"
"13:15","9857","6:46","69:13:00","Normal"
"12:35","10859","6:11","67:02:00","Normal"
"12:41","10164","7:04","70:23:00","Normal"
"0.64791666666667","14458","10:05","74:04:00","Very-High"
"0.56111111111111","12779","8:51","72:53:00","High"
"13:27","11261","8:54","72:04:00","High"
"0.55972222222222","12130","0.33611111111111","71:54:00","High"
"13:16","11574","0.34791666666667","71:38:00","High"
"14:03","11776","8:24","72:59:00","High"
"12:07","11418","7:06","72:03:00","High"
"12:39","10121","7:33","71:56:00","Normal"
"12:21","10238","0.31597222222222","71:43:00","Normal"
"13:48","11456","0.35555555555556","72:04:00","High"
"0.59236111111111","13246","9:03","72.66","High"
"11:06","8610","0.27430555555556","70:18:00","Normal"
"12:37","8739","0.22569444444444","68:03:00","Normal"
"0.58611111111111","8739","0.29791666666667","67:58:00","Normal"
"13:02","8888","0.25763888888889","71:41:00","Normal"
"15:26","12239","0.43958333333333","74:02:00","High"
"14:32","13733","10:11","73.75","High"
"15:51","16593","10:18","73:27:00","Very-High"
"13:59","12180","8:07","70:29:00","High"
"0.58472222222222","13281","9:12","71:52:00","High"
"14","13499","10:25","73:32:00","High"
"14:04","16018","11:14","72.81","Very-High"
"14:08","17755","10:49","74:18:00","Very-High"
"14:13","12824","9:07","72.61","High"
"0.56180555555556","11964","0.39513888888889","69.96","High"
"13:47","8572","7:01","64.66","Normal"
"0.52569444444444","8690","6:04","67:21:00","Normal"
"0.55694444444444","12203","8:39","69.89","High"
"12:57","10665","7:05","64.64","Normal"
"0.60069444444444","14484","0.46458333333333","71:06:00","High"
"13:16","13010","0.43541666666667","66.67","High"
"0.55416666666667","13212","0.38611111111111","68","High"
"14:47","15667","0.51458333333333","72:47:00","Very-High"
"13:33","13929","0.39930555555556","72:13:00","High"
"0.54513888888889","11790","8:23","72:35:00","High"
"13","14494","0.39444444444444","73.65","High"
"0.60972222222222","17503","10:39","75:01:00","Very-High"
"0.60347222222222","14544","9:04","73.68","High"
"0.56875","11376","8:13","71:25:00","High"
"12:34","11268","7:17","70:52:00","Normal"
"12:41","10237","6:32","70:47:00","Normal"
"13:07","13463","7:24","71.83","High"
"14","19723","11:47","74.82","Very-High"
"13:07","10351","7:31","66:51:00","Normal"
"0.59097222222222","11304","6:41","66.94","Normal"
"0.58819444444444","9952","6:28","66:21:00","Normal"
"0.58958333333333","9409","6:07","65.97","Normal"
"13:06","9146","0.35555555555556","67:54:00","Normal"
"13:32","8889","8:44","66.82","Normal"
"13:29","8468","0.34583333333333","66:33:00","Normal"
"0.58472222222222","11536","0.37916666666667","68:07:00","High"
"0.55","9006","0.27152777777778","67:17:00","Normal"
"15:59","14968","9:46","71.76","High"
"15","11105","10:49","70:38:00","High"
"13:18","7598","0.33541666666667","67:01:00","Normal"
"13:11","7321","6:06","67:08:00","Normal"
"0.55694444444444","9406","7:12","65:13:00","Normal"
"0.60069444444444","7526","7:38","64.63","Normal"
"12:57","6861","0.30069444444444","66:42:00","Normal"
"13:31","6364","0.34791666666667","66.96","Normal"
"12:27","7479","7:35","64.61","Normal"
"12:23","6786","8:41","61:48:00","Normal"
"12:42","7305","8:22","67:07:00","Normal"
"0.56319444444444","7631","0.34097222222222","65:02:00","Normal"
"13:16","8081","0.31527777777778","67:24:00","Normal"
"0.59583333333333","9094","0.34791666666667","65:29:00","Normal"
"12:07","8865","8:52","68:04:00","Normal"
"13:41","7203","7:37","67:03:00","Normal"
"13:18","6539","7:59","64:06:00","Normal"
"12:28","7468","7:03","67:38:00","Normal"
"0.56666666666667","6108","6:25","68:38:00","Normal"
"13:06","6372","6:34","68:53:00","Normal"
"12:48","8309","0.35347222222222","67:13:00","Normal"
"0.52708333333333","5818","7:08","68:04:00","Normal"
"13:14","5265","0.29513888888889","60.64","Low"
"0.55416666666667","5901","0.31041666666667","64.97","Normal"
"16:04","13337","11:58","69:55:00","High"
"12:06","8930","7:37","70.69","Normal"
"0.54236111111111","9858","0.29930555555556","68.93","Normal"
"12:09","9102","0.30277777777778","73.83","Normal"
"12:04","7357","7:11","72.84","Normal"
"12:39","7801","7:03","71:04:00","Normal"
"11:57","8245","7:15","71:42:00","Normal"
"11:08","9163","7:31","71:01:00","Normal"
"12:03","8728","7:07","71.71","Normal"
"12:05","7162","7:52","72:52:00","Normal"
"0.51944444444444","7434","0.30763888888889","71.84","Normal"
"11:16","8332","0.30277777777778","72.97","Normal"
"0.51527777777778","7842","6:01","68:28:00","Normal"
"0.59861111111111","8709","0.30763888888889","70:59:00","Normal"
"15","14465","10:17","72.96","High"
"12:09","11650","0.35347222222222","72:06:00","High"
"0.54583333333333","11154","8:59","69.74","High"
"0.55","13109","8:42","70:59:00","High"
"0.55833333333333","11854","8:13","69.85","High"
"0.56388888888889","11015","7:59","68.74","Normal"
"12:55","11486","0.39027777777778","67:09:00","High"
"12:49","9936","0.38263888888889","71:03:00","High"
"12:12","8674","8:01","71:53:00","Normal"
"12:48","11190","8:42","69:36:00","High"
"0.52708333333333","9370","0.35694444444444","69:26:00","Normal"
"0.54652777777778","10548","0.37986111111111","65.78","Normal"
"12:41","10047","8:18","68:04:00","Normal"
"0.5125","10793","9:14","70:04:00","High"
"0.55763888888889","11319","9:21","68:22:00","High"
"0.51041666666667","10419","7:54","69:51:00","Normal"
"0.64930555555556","14055","11:52","73:21:00","Very-High"
"0.54722222222222","12032","8:29","68.66","High"
"12:01","11207","0.35277777777778","69:45:00","Normal"
"0.52291666666667","11530","7:43","69:21:00","Normal"
"12:44","12603","7:35","67:21:00","Normal"
"12:39","9805","7:34","66:09:00","Normal"
"0.52361111111111","11841","0.34444444444444","70:04:00","High"
"12:17","12672","0.34375","65.97","Normal"
"12:02","12153","8","66:01:00","Normal"
"0.56319444444444","9527","7:53","63.83","Normal"
"0.55","11283","9:01","70:44:00","High"
"12:37","11718","0.35833333333333","70:34:00","High"
"12:46","11452","7:55","67.72","Normal"
"0.60625","14306","0.44097222222222","71:13:00","High"
"0.63958333333333","13675","0.48263888888889","71.99","High"
"0.59166666666667","11728","0.42847222222222","74:33:00","High"
"13:01","10344","8:55","72.62","High"
"12:09","9712","8:47","72.86","High"
"13:59","10720","9:22","72:34:00","High"
"0.56180555555556","10485","9:19","73:16:00","High"
"13:32","12018","9:52","72:06:00","High"
"12:56","11231","8:28","71:41:00","High"
"12:51","7524","0.35902777777778","72:01:00","Normal"
"14:14","14549","0.46388888888889","74:49:00","Very-High"
"0.64513888888889","14135","10:48","74:27:00","Very-High"
"13:03","16278","0.47152777777778","74:28:00","Very-High"
"0.56458333333333","8756","9","72:59:00","High"
"13:03","9611","9:39","71:45:00","High"
"13","9121","0.39861111111111","72.66","High"
"12:21","7381","8:54","71:42:00","Normal"
"0.54444444444444","6804","8","71:34:00","Normal"
"14:02","10894","0.44236111111111","73.97","High"
"0.55902777777778","10791","9:49","71.69","High"
"11:52","10128","0.35625","69:36:00","Normal"
"0.60972222222222","12395","9:59","71:08:00","High"
"12:32","11427","8:29","70:01:00","High"
"12:51","8505","9:51","70:16:00","Normal"
"0.55138888888889","11481","9:08","69.92","High"
"12:08","11405","0.44375","71:38:00","High"
"0.52152777777778","9062","8:04","67.66","Normal"
"0.50486111111111","8080","0.40069444444444","70.73","Normal"
"12:27","10408","0.39444444444444","70:15:00","High"
"12:29","8837","7:09","64:49:00","Normal"
"11:59","8998","0.34930555555556","67.89","Normal"
"14:15","13886","11:27","71.87","High"
"0.54236111111111","12193","0.43611111111111","71:07:00","High"
"14:02","11745","0.46736111111111","71.93","High"
"0.55486111111111","10744","10:01","70:47:00","High"
"13:17","9335","0.39097222222222","68.69","Normal"
"13:06","7429","8:43","66:31:00","Normal"
"13:24","9554","8:52","70.88","High"
"13:34","10993","9:33","69:18:00","High"
"13:07","8808","9:41","71:18:00","High"
"12:49","7960","0.35902777777778","67:33:00","Normal"
"0.55069444444444","7917","8:51","65:09:00","Normal"
"13:09","7942","0.39305555555556","68.76","Normal"
"12:47","9641","7:48","64:03:00","Normal"
"12:28","7606","8:39","65.67","Normal"
"0.56041666666667","8126","8:06","69.99","Normal"
"0.56597222222222","7663","0.37638888888889","65:38:00","Normal"
"12:24","8853","0.38263888888889","69.61","Normal"
"16:23","14839","0.50069444444444","71:04:00","Very-High"
"13:45","11079","8:38","70:57:00","High"
"0.54513888888889","8970","0.35277777777778","68:46:00","Normal"
"13:17","10513","0.33819444444444","67.92","Normal"
"12:04","11632","0.3","70:54:00","Normal"
"0.52638888888889","9114","6:59","66:39:00","Normal"
"12:41","10454","7:29","67:18:00","Normal"
"0.58611111111111","9394","8:19","70:43:00","High"
"13:05","9439","0.34375","67:03:00","Normal"
"13:04","10963","0.34236111111111","69:02:00","Normal"
"0.55277777777778","11405","0.3375","66.66","Normal"
"13:58","10923","8:23","69:02:00","High"
"0.56111111111111","8963","7:15","67:07:00","Normal"
"12:09","9483","0.34791666666667","69.65","Normal"
"13:14","12386","0.30625","67:35:00","Normal"
"0.56527777777778","12073","0.35","69.83","High"
"13:23","11844","0.35138888888889","69.61","High"
"13:07","10844","8:09","70.91","High"
"13:33","10014","8:24","70:34:00","High"
"13:08","7217","8:26","73:03:00","Normal"
"12:43","11562","0.34652777777778","68:51:00","Normal"
"0.55763888888889","12814","8:08","70:53:00","High"
"13:38","8097","0.35833333333333","73:39:00","Normal"
"15:57","16873","11:21","72:09:00","Very-High"
"14:05","13663","10:45","71:27:00","High"
"15:08","12995","0.46944444444444","70.88","High"
"0.58680555555556","9331","9:04","71:22:00","High"
"0.59375","7307","0.34097222222222","68:25:00","Normal"
"0.59652777777778","8203","8:36","70:39:00","Normal"
"13","10126","9:15","70:27:00","High"
"0.55625","12515","0.40138888888889","71:06:00","High"
"12:36","9037","0.35138888888889","70:08:00","Normal"
"0.51666666666667","8234","8:03","68.91","Normal"
"13:05","9204","0.35694444444444","70:41:00","Normal"
"12:11","10218","8:12","70:36:00","Normal"
"0.55277777777778","7470","0.39722222222222","70.93","Normal"
"0.55763888888889","9165","9:21","69:51:00","Normal"
"12:41","7727","7:56","72.67","Normal"
"12:06","6700","9:41","68:43:00","Normal"
"12:05","7485","7:01","70:34:00","Normal"
"13","7221","7:03","67.66","Normal"
"13:23","7263","7:53","67.66","Normal"
"0.70972222222222","14335","12:02","73.77","Very-High"
"15:16","10483","0.46111111111111","71:19:00","High"
"13:08","10020","0.34861111111111","68:07:00","Normal"
"12:44","8789","0.30694444444444","69:07:00","Normal"
"13:17","9277","7:13","67:58:00","Normal"
"12:37","10255","7:12","64:07:00","Normal"
"13:57","10052","8:31","68:46:00","Normal"
"12:45","8921","7:03","65.87","Normal"
"14:34","12278","10:36","72:49:00","High"
"0.55347222222222","9168","0.35347222222222","65:06:00","Normal"
"0.58402777777778","10056","0.37847222222222","61:56:00","Normal"
"13:06","8580","7:41","62:38:00","Normal"
"12:05","7747","0.33680555555556","70.87","Normal"
"13:19","9500","0.35763888888889","67:52:00","Normal"
"0.52291666666667","11111","0.35972222222222","66:02:00","Normal"
"12:23","8414","7:46","68:33:00","Normal"
"0.60833333333333","8732","0.43958333333333","65.98","Normal"
"12:29","6297","0.42222222222222","63:42:00","Normal"
"0.55625","7545","0.42569444444444","65:07:00","Normal"
"14:16","10210","0.42152777777778","66:42:00","High"
"13:03","10316","8:52","66:41:00","Normal"
"12:03","7586","0.39027777777778","62.87","Normal"
"13:44","8690","0.39375","61.69","Normal"
"0.55277777777778","9453","8:43","59:41:00","Normal"
"12:27","6890","8:35","62:38:00","Normal"
"0.54791666666667","7566","0.35694444444444","66:27:00","Normal"
"16:03","14116","0.52222222222222","70:52:00","Very-High"
"0.60902777777778","7351","10:52","65:47:00","Normal"
"0.58819444444444","8032","9:04","68:33:00","Normal"
"13:19","7352","8:35","66:25:00","Normal"
"0.56875","7841","9","63.91","Normal"
"0.55138888888889","6950","0.39930555555556","63:03:00","Normal"
"0.55416666666667","7068","0.35625","65.86","Normal"
"13:06","7414","8:51","69:56:00","Normal"
"0.55208333333333","7876","8:26","68.88","Normal"
"0.55347222222222","6290","7:39","67:18:00","Normal"
"12:59","6390","0.3375","62:01:00","Normal"
"0.67638888888889","13091","0.50763888888889","70.97","High"
"14:31","8188","0.42569444444444","69:34:00","High"
"0.56319444444444","8086","7:06","66:02:00","Normal"
"14:37","7599","0.39166666666667","68:47:00","Normal"
"12:13","8325","8:41","64.81","Normal"
"11:48","8219","0.31805555555556","60:01:00","Normal"
"12:31","9974","8:08","60.83","Normal"
"0.58680555555556","12207","8:25","68.68","High"
"13:16","6286","7:36","66:25:00","Normal"
"0.59097222222222","7495","8:17","66:01:00","Normal"
"12:03","8014","0.35486111111111","64.74","Normal"
"0.52152777777778","4998","5:24","60:13:00","Low"
"13:21","5336","0.30902777777778","65:19:00","Low"
"12:35","5505","0.29375","67:58:00","Low"
"0.50833333333333","5099","5:12","67:24:00","Low"
"14:38","13954","11:14","70:07:00","High"
"11:08","6954","0.29791666666667","65.79","Normal"
"0.60277777777778","10097","0.38333333333333","67","High"
"12:27","7441","5:51","59.64","Low"
"14:02","9898","10:04","67:05:00","High"
"0.52222222222222","8840","10","68:06:00","Normal"
"0.55069444444444","7484","9:46","69:12:00","Normal"
"0.60833333333333","9705","10:33","68:25:00","High"
"10:49","6361","4:57","66:44:00","Low"
"7:24","5282","0.16805555555556","65:15:00","Low"
"12:04","11431","10:17","72:32:00","High"
"11:07","7947","0.3875","59.97","Normal"
"10:55","6353","6:31","65:11:00","Low"
"9:02","5733","0.23194444444444","58:05:00","Low"
"0.33402777777778","4875","4:26","65.93","Low"
"6:25","5409","0.13958333333333","64:44:00","Low"
"8:06","4826","0.16944444444444","65.71","Low"
"12:05","6600","0.39027777777778","66:36:00","Normal"
"12:42","8910","8:01","66.69","Normal"
"0.55486111111111","6732","9:02","66:33:00","Normal"
"0.55138888888889","5677","0.38958333333333","65.94","Normal"
"0.51319444444444","4581","0.25416666666667","57.77","Low"
"0.16736111111111","3975","1:13","55:27:00","Low"
"0.37638888888889","4350","3:02","66:06:00","Low"
"0.39791666666667","4462","3:15","63:59:00","Low"
"9:11","4647","0.13819444444444","65:42:00","Low"
"5:39","5378","2:15","65.74","Low"
"10:58","5373","0.23125","65.73","Low"
"0.33680555555556","5283","0.14166666666667","65:06:00","Low"
"0.43125","4632","3:01","65:24:00","Low"
"15:01","14763","11:56","70:45:00","High"
"0.56805555555556","11013","8:48","71:47:00","High"
"14:03","9603","9:18","69.87","High"
"13:51","7210","9:08","65:22:00","Normal"
"14:03","8715","8:52","67:36:00","Normal"
"14:41","8187","8:59","64:27:00","Normal"
"0.61041666666667","8067","0.42013888888889","68:04:00","Normal"
"13:02","8600","0.35138888888889","68.67","Normal"
"14:26","10782","0.42291666666667","68.82","High"
"14:59","9692","9:09","67.93","High"
"0.63263888888889","9661","10:31","69.77","High"
"14:45","9824","0.39027777777778","66.89","High"
"0.64027777777778","8889","9:27","71:16:00","High"
"0.63125","8189","8:46","68.79","Normal"
"13:57","8491","8:35","64.91","Normal"
"0.59236111111111","8845","0.35486111111111","65:38:00","Normal"
"13:58","8362","0.39513888888889","69:52:00","Normal"
"14:12","8348","8:05","69:14:00","Normal"
"0.60902777777778","9682","0.37916666666667","67:11:00","Normal"
"13:45","11124","0.42916666666667","69:19:00","High"
"14:54","10364","9:04","70:06:00","High"
"17:39","16892","0.54444444444444","71:36:00","Very-High"
"0.59791666666667","11444","11:13","70:45:00","High"
"15:34","12099","11:01","69:37:00","High"
"15:19","11421","10:09","71:52:00","High"
"14:21","7463","7:58","63.94","Normal"
"13:15","10649","9:45","68.95","High"
"12:39","7042","5:15","69.68","Normal"
"13:17","9900","8:36","62:51:00","Normal"
"13:12","11410","0.40069444444444","64.82","Normal"
"0.55486111111111","10175","8:48","67:08:00","Normal"
"0.58888888888889","11791","0.42430555555556","68:46:00","High"
"13:28","12375","10:36","69.93","High"
"0.54652777777778","11193","9:23","69.86","High"
"12:59","10983","8:49","68:11:00","Normal"
"0.55347222222222","11422","9:36","71:07:00","High"
"13:09","10602","9:34","68.79","High"
"0.55208333333333","12474","0.41805555555556","71:27:00","High"
"13:34","12317","10:08","71.61","High"
"0.55625","11208","0.37777777777778","68:59:00","High"
"12:22","7105","5:53","68:58:00","Normal"
"13:27","7902","9:53","69:06:00","Normal"
"0.60069444444444","8402","0.38402777777778","65:59:00","Normal"
"13:46","8654","9:15","71:16:00","High"
"12:59","11061","8:53","68:46:00","High"
"0.54305555555556","10575","8:02","66.75","Normal"
