"Harapan_Lama_Sekolah","Pengeluaran_Perkapita","Rerata_Lama_Sekolah","Usia_Harapan_Hidup","IPM"
"13:22","8979","0.35138888888889","67:37:00","Normal"
"16:05","14312","11:33","73:35:00","Very-High"
"14:03","11968","11:01","73:14:00","High"
"13:15","9765","0.44027777777778","69:59:00","High"
"15:04","10440","11:44","72:58:00","High"
"0.64930555555556","13035","11:31","73.91","Very-High"
"14:24","13114","10:46","73:33:00","High"
"14:52","12611","10:36","69.87","High"
"13:11","10968","0.39722222222222","71:19:00","High"
"13:27","10476","8:31","68:17:00","Normal"
"12:32","10481","8:16","69.97","Normal"
"0.52013888888889","10254","7:19","67:32:00","Normal"
"12:16","11894","8:44","70.74","High"
"0.55069444444444","12119","0.41944444444444","70.79","High"
"13:21","11128","9:01","70:35:00","High"
"0.55694444444444","9608","8:37","69:55:00","Normal"
"0.55763888888889","11640","9:21","70.85","High"
"0.54375","9316","8:15","69.87","Normal"
"0.55416666666667","7978","7:48","67:21:00","Normal"
"15:34","14778","11:22","71.94","Very-High"
"0.56805555555556","12063","0.43333333333333","70:55:00","High"
"12:09","10357","8:23","70.89","High"
"0.60069444444444","9951","8:02","69.65","High"
"0.52569444444444","10133","0.33819444444444","71:04:00","Normal"
"12:25","11609","0.33541666666667","68.94","Normal"
"12:09","9833","0.34861111111111","70:26:00","Normal"
"0.55625","8456","8:09","71:02:00","Normal"
"0.51736111111111","8904","6:34","65.86","Normal"
"12:06","9395","7:56","67.87","Normal"
"12:38","10273","7:56","69.77","Normal"
"12:06","11352","8:09","67:42:00","Normal"
"0.62638888888889","11912","0.46319444444444","72:43:00","High"
"0.63680555555556","10186","0.43333333333333","71.84","High"
"12:36","10652","8","69:41:00","Normal"
"12:57","9940","0.38055555555556","67.83","Normal"
"11:04","10706","7:02","68:22:00","Normal"
"0.52430555555556","11012","7:06","68:38:00","Normal"
"12:32","9600","8:44","65:05:00","Normal"
"0.52708333333333","9562","7:28","67:59:00","Normal"
"0.52638888888889","10212","7:06","68:33:00","Normal"
"0.50902777777778","9760","7:17","68:55:00","Normal"
"0.50902777777778","8445","0.34861111111111","66:49:00","Normal"
"12:04","11612","7:27","68.65","Normal"
"12:28","10412","7:58","64.96","Normal"
"12:04","9450","7:38","64:56:00","Normal"
"11:07","8136","6:58","67.88","Normal"
"11:55","9795","6:45","65:21:00","Normal"
"14:39","14697","10:37","70:32:00","High"
"0.56180555555556","12765","0.42430555555556","69.88","High"
"0.55763888888889","8758","9:08","66:14:00","Normal"
"13:31","13288","9:51","68.83","High"
"13:58","10162","0.37569444444444","68.84","High"
"13:59","9592","9:01","67:45:00","Normal"
"13:55","10045","8:05","67.95","Normal"
"0.55833333333333","10098","0.35069444444444","67.67","Normal"
"0.56666666666667","8284","8:24","66:15:00","Normal"
"13:26","7844","7:09","67:14:00","Normal"
"0.54930555555556","10036","0.35277777777778","66:16:00","Normal"
"12:03","11071","0.35347222222222","62.73","Normal"
"0.54722222222222","9135","0.35555555555556","67:39:00","Normal"
"0.56736111111111","9102","7:14","67.82","Normal"
"16","13633","11:58","69.72","High"
"0.54236111111111","9858","0.34861111111111","70:18:00","Normal"
"12:19","9741","7:06","67:09:00","Normal"
"12:15","9107","0.31666666666667","68:04:00","Normal"
"12:17","9781","0.33819444444444","68.87","Normal"
"0.55763888888889","9908","7:57","70:31:00","Normal"
"12:09","11052","7:51","69:46:00","Normal"
"12:44","8559","8:19","68.71","Normal"
"12:33","8979","7:35","68.95","Normal"
"0.50902777777778","10553","7:22","69:59:00","Normal"
"12:28","7724","7:47","68:53:00","Normal"
"0.55416666666667","10190","8:01","69:44:00","Normal"
"0.50069444444444","7774","6:06","67.71","Normal"
"0.52708333333333","8205","7:01","69:56:00","Normal"
"0.52569444444444","8355","7:59","62.85","Normal"
"14:23","11952","10:09","71:01:00","High"
"14:29","11636","0.45902777777778","71:29:00","High"
"0.51875","12666","0.35","70:18:00","High"
"0.54722222222222","12043","8:02","70.73","High"
"0.51597222222222","13281","8:15","70.64","High"
"11:51","12011","7:18","69.73","Normal"
"0.51041666666667","12836","6:08","70.78","Normal"
"11:35","11573","6:36","67:47:00","Normal"
"11:49","11302","8:14","71:59:00","High"
"0.55763888888889","15560","0.42916666666667","72.86","High"
"0.55694444444444","13976","0.43125","69.64","High"
"12:16","11945","0.34791666666667","70:52:00","High"
"0.55208333333333","14256","8:35","70:21:00","High"
"0.60277777777778","14217","0.38263888888889","64:57:00","High"
"12:43","11499","6:27","61:44:00","Normal"
"12:32","11894","6:07","66.91","Normal"
"0.56597222222222","17560","11:12","73:24:00","Very-High"
"14:08","15292","0.44305555555556","71.93","High"
"0.56597222222222","18128","11:05","72.67","Very-High"
"12:48","12264","8:46","68:27:00","High"
"13:31","23363","11:57","73.93","Very-High"
"13:43","17339","0.50277777777778","74:27:00","Very-High"
"13:23","16994","11:24","73.92","Very-High"
"0.55416666666667","20298","10:38","73:45:00","Very-High"
"0.54236111111111","18121","0.46458333333333","73:08:00","High"
"12:45","10790","8:15","72.66","High"
"12:44","10323","0.35277777777778","70.86","Normal"
"12:02","8618","6:08","70:49:00","Normal"
"11:09","7874","0.31458333333333","69:07:00","Normal"
"0.54444444444444","10203","8:58","73:26:00","High"
"11:08","7597","7:05","71:03:00","Normal"
"12:48","7761","7:13","68.96","Normal"
"0.58819444444444","9190","7:06","71:32:00","Normal"
"12:07","9297","7:36","73:11:00","Normal"
"12:22","10212","0.29305555555556","71.66","Normal"
"12:19","9416","0.31319444444444","69.68","Normal"
"0.56527777777778","10153","8:17","72:14:00","High"
"12:22","9633","0.27638888888889","71:11:00","Normal"
"0.50555555555556","10715","0.30833333333333","71.92","Normal"
"12:09","11372","0.34375","70.61","Normal"
"12:07","11277","7:35","71.81","Normal"
"13:05","11155","0.39166666666667","73:43:00","High"
"0.51597222222222","8329","0.35902777777778","72:03:00","Normal"
"12:04","8968","7:58","70.84","Normal"
"13:38","11348","10:03","73:21:00","High"
"13:04","10609","9:53","72:11:00","High"
"14:18","16630","0.46041666666667","74","Very-High"
"13:09","11397","0.43680555555556","71.99","High"
"0.59444444444444","15755","11:09","74.76","Very-High"
"13:09","15262","0.47569444444444","74:17:00","Very-High"
"0.59513888888889","11921","0.48194444444444","73.75","High"
"13:42","9855","9:04","71:07:00","High"
"13:02","10329","8:06","70:59:00","High"
"0.54375","10777","7:35","74:18:00","High"
"12:48","10274","0.31388888888889","73:39:00","Normal"
"0.54444444444444","11240","7:41","73:45:00","High"
"0.52430555555556","9786","7","72.98","Normal"
"11:42","9160","6:28","73.91","Normal"
"0.56319444444444","8757","7:34","73:11:00","Normal"
"13:48","10048","7:07","74:04:00","High"
"0.50625","10503","0.30208333333333","71:46:00","Normal"
"12:48","9025","7:57","73:47:00","Normal"
"12:16","12758","7:55","75.79","High"
"13:13","11738","8:24","76.67","High"
"0.59791666666667","11100","0.39166666666667","77:54:00","High"
"12:45","9117","0.31111111111111","76:05:00","Normal"
"0.5875","11223","8:51","77:36:00","High"
"0.54513888888889","12391","7:22","75:06:00","High"
"12:28","10097","0.29652777777778","74:55:00","Normal"
"12:14","9385","6:46","74:12:00","Normal"
"12:05","10191","0.31597222222222","74:39:00","Normal"
"12:03","10190","7:18","75.93","High"
"13:21","10979","0.37638888888889","76:47:00","High"
"0.54930555555556","10169","7:43","75.71","High"
"0.55972222222222","10001","7:48","75:29:00","High"
"0.55902777777778","11807","0.35277777777778","75.62","High"
"12:08","9142","0.31527777777778","75:47:00","Normal"
"12:07","11257","7:05","74:03:00","High"
"0.51944444444444","9203","0.29305555555556","74:56:00","Normal"
"12:17","10221","0.30138888888889","73:53:00","Normal"
"0.52152777777778","8186","6:32","73:11:00","Normal"
"12:34","9433","6:07","71:28:00","Normal"
"12:02","9890","6:19","68.84","Normal"
"13:08","11994","10:31","76.72","High"
"14:52","14528","10:53","77:11:00","Very-High"
"15","15464","10:04","77:11:00","Very-High"
"15:05","14895","10:51","77:23:00","Very-High"
"0.55486111111111","12312","8:57","74:25:00","High"
"12:09","12830","8:03","74:03:00","High"
"15:56","13946","9:32","74.82","High"
"14:24","9698","0.37847222222222","75:12:00","High"
"15:03","15386","9:35","73.66","High"
"0.56597222222222","9163","7","73.92","Normal"
"0.71597222222222","15844","0.4625","74.69","Very-High"
"17:05","18629","11:44","74:45:00","Very-High"
"13:01","11380","7:39","70.97","High"
"0.54236111111111","8527","7:19","71:52:00","Normal"
"0.59097222222222","9426","7:17","72:43:00","Normal"
"12:12","9400","7:27","73:35:00","Normal"
"13:05","10455","8:06","73.74","High"
"12:44","10327","7:27","73:16:00","Normal"
"0.56041666666667","10853","0.33888888888889","72:37:00","High"
"0.56041666666667","9844","7:18","72:26:00","Normal"
"0.51319444444444","8931","6:21","69:07:00","Normal"
"13:21","9090","6:07","68.74","Normal"
"0.54791666666667","11828","7:12","70:34:00","High"
"0.56597222222222","10429","0.25138888888889","66:27:00","Normal"
"13:01","9692","6:11","68.73","Normal"
"12:07","10700","0.25763888888889","66.71","Normal"
"12:03","9933","0.30763888888889","70:01:00","Normal"
"0.63541666666667","14168","10:24","73.82","High"
"12:53","12454","8:18","72:24:00","High"
"0.56875","10999","8:21","72:04:00","High"
"0.55833333333333","11768","0.33402777777778","71:25:00","High"
"13:13","11351","7:57","70.97","High"
"0.59236111111111","11539","0.35763888888889","72:03:00","High"
"0.54722222222222","11187","0.31111111111111","71.92","Normal"
"12:35","9926","0.30347222222222","71:07:00","Normal"
"12:19","10048","6:52","71:01:00","Normal"
"13:46","11108","0.34930555555556","72:04:00","High"
"0.59097222222222","12845","0.4","72:46:00","High"
"11:58","8393","5:33","69.94","Normal"
"0.51111111111111","8569","4:36","67.79","Normal"
"0.58472222222222","8536","6:35","67:22:00","Normal"
"13:07","8722","5:23","70.94","Normal"
"0.65","11976","0.43819444444444","73:08:00","High"
"14:02","13391","9:09","73:36:00","High"
"15:04","16158","10:16","72.93","Very-High"
"13:56","11796","8:49","70","High"
"13:59","12931","9:01","71:18:00","High"
"0.59861111111111","13155","0.44375","73:01:00","High"
"14:21","15616","11:11","72:59:00","Very-High"
"0.6375","17157","10:46","73.98","Very-High"
"14:04","12466","0.38680555555556","72:37:00","High"
"0.55902777777778","11994","0.37638888888889","69.64","High"
"13:42","8613","0.3","64:24:00","Normal"
"0.52291666666667","8634","6:21","66.79","Normal"
"12:08","12179","8:27","69.61","High"
"12:39","10693","7:18","64:22:00","Normal"
"0.59930555555556","14443","10:51","71:45:00","High"
"13:13","12900","0.42569444444444","66:43:00","High"
"0.54513888888889","13261","0.37638888888889","67:58:00","High"
"14:42","15672","0.5125","72:26:00","Very-High"
"13:23","13886","0.37847222222222","71.68","High"
"0.54236111111111","11666","0.35763888888889","71.91","High"
"0.56666666666667","14245","0.37777777777778","73:23:00","High"
"0.60763888888889","17325","10:06","74.71","Very-High"
"0.59097222222222","14376","0.39722222222222","73:26:00","High"
"0.56597222222222","11318","0.34375","70:07:00","High"
"12:31","11160","7:13","70:05:00","Normal"
"12:39","10050","0.27569444444444","70:05:00","Normal"
"0.56180555555556","13235","7:04","71:36:00","High"
"0.60972222222222","19698","11:16","74:38:00","Very-High"
"13:47","10284","7:03","65.87","Normal"
"13:36","11367","6:16","66:16:00","Normal"
"13:47","9796","0.275","65:59:00","Normal"
"13:05","9268","6:45","65:33:00","Normal"
"12:09","9028","0.34166666666667","66:09:00","Normal"
"13:03","8743","8:12","66:02:00","Normal"
"13:27","8354","7:59","65.71","Normal"
"13:06","11496","8:24","67:34:00","High"
"12:07","8888","0.26458333333333","66:05:00","Normal"
"15:52","14797","9:43","71:24:00","High"
"0.65138888888889","10825","10:03","69.84","High"
"13:01","7566","7:03","66:38:00","Normal"
"0.56111111111111","7275","6:52","66:58:00","Normal"
"12:08","9351","0.30138888888889","64:45:00","Normal"
"0.59930555555556","7472","7:11","63.86","Normal"
"12:55","6855","6:47","65.91","Normal"
"13:29","6357","7:26","66:45:00","Normal"
"12:25","7403","7:08","63.81","Normal"
"12:09","6750","0.34791666666667","60:08:00","Normal"
"12:26","7253","0.35763888888889","66:57:00","Normal"
"0.56180555555556","7573","7:42","64:07:00","Normal"
"12:07","7958","0.29791666666667","66.61","Normal"
"0.59444444444444","8995","0.34652777777778","64.75","Normal"
"0.54722222222222","8857","8:07","67:59:00","Normal"
"0.54930555555556","7175","7:26","66:23:00","Normal"
"13:16","6484","7:24","63:08:00","Normal"
"11:55","7426","7:18","66:58:00","Normal"
"12:32","6093","0.26111111111111","67.96","Normal"
"13:04","6298","6:32","68:02:00","Normal"
"12:46","8219","0.34861111111111","66.62","Normal"
"11:34","5809","0.29513888888889","67.62","Low"
"13:12","5245","6:06","59:53:00","Low"
"0.55277777777778","5894","6:06","64:52:00","Low"
"16:08","13199","11:46","68:09:00","High"
"12:55","8860","7:12","70:18:00","Normal"
"12:52","9774","0.29722222222222","68:05:00","Normal"
"12:01","9072","6:27","73:28:00","Normal"
"12:37","7183","7:09","72:34:00","Normal"
"12:31","7779","0.29375","70:54:00","Normal"
"11:54","8126","0.31527777777778","71:05:00","Normal"
"0.51180555555556","8988","7:04","70.69","Normal"
"0.52638888888889","8624","0.30069444444444","71:29:00","Normal"
"12:03","7074","7:25","72:12:00","Normal"
"11:56","7326","6:58","71:24:00","Normal"
"11:13","8202","0.29583333333333","72:56:00","Normal"
"0.51319444444444","7552","0.26805555555556","67.71","Normal"
"13:59","8532","0.30625","70:04:00","Normal"
"0.63958333333333","14322","9:09","72:41:00","High"
"0.56041666666667","11514","7:57","71:41:00","High"
"12:55","10931","8:37","69.64","High"
"12:07","12788","8:36","70:43:00","High"
"0.54722222222222","11556","7:09","69.75","High"
"12:54","10738","7:51","68.64","Normal"
"12:53","11242","0.38125","66.89","Normal"
"12:04","9357","8:59","71:28:00","Normal"
"12:01","8482","0.35","71:45:00","Normal"
"12:46","10996","0.35763888888889","69:31:00","Normal"
"0.52569444444444","9110","0.34444444444444","69:24:00","Normal"
"12:21","10327","0.37847222222222","65.62","Normal"
"12:39","9807","7:07","67.92","Normal"
"0.51111111111111","10504","0.40069444444444","70:24:00","High"
"0.55625","11000","9:05","68:06:00","High"
"0.50902777777778","10164","7:45","69:43:00","Normal"
"0.64791666666667","13677","11:42","73:16:00","Very-High"
"12:05","12062","8","68:23:00","High"
"0.52430555555556","11209","7:38","69:08:00","Normal"
"0.51597222222222","11579","7:19","68.89","Normal"
"0.52708333333333","12571","7:29","66.66","Normal"
"12:37","9780","7:32","65:59:00","Normal"
"0.51736111111111","11847","7:54","69.98","Normal"
"12:07","12535","0.34166666666667","65:59:00","Normal"
"12:18","12138","7:08","65:54:00","Normal"
"0.55763888888889","9567","7:36","63:24:00","Normal"
"12:53","11227","8:57","70:12:00","High"
"12:33","11710","7:07","69.74","High"
"12:36","11442","7:04","67:37:00","Normal"
"0.60486111111111","14256","0.43958333333333","70.75","High"
"0.63819444444444","13590","0.48125","71.67","High"
"0.58819444444444","11917","9:48","73.96","High"
"0.56875","10605","8:22","72:28:00","High"
"0.56111111111111","9849","8:07","72:57:00","High"
"13:57","10959","0.39166666666667","71.93","High"
"0.54513888888889","10614","9:08","72.76","High"
"13:03","12207","0.40138888888889","71.68","High"
"12:54","11492","8:03","71:05:00","High"
"12:48","7653","0.33958333333333","71:56:00","Normal"
"14:12","14557","0.46180555555556","74:18:00","High"
"0.62916666666667","14466","10:46","73.93","High"
"0.56180555555556","16698","0.46666666666667","73.94","High"
"0.55694444444444","8943","0.39375","72:05:00","High"
"13:27","9853","9:04","71:04:00","High"
"0.56805555555556","9310","0.39722222222222","72:55:00","High"
"12:19","7511","8:49","71:35:00","Normal"
"0.54305555555556","6956","0.34236111111111","71:27:00","Normal"
"13:07","11153","0.44027777777778","73.88","High"
"0.54722222222222","10731","9:24","71:26:00","High"
"11:03","10054","7:59","68.86","Normal"
"0.60833333333333","12319","9:56","70.67","High"
"12:04","11397","7:09","69:06:00","Normal"
"12:02","8525","9","69.71","Normal"
"12:08","11410","0.39166666666667","69:47:00","High"
"0.54513888888889","11318","0.41736111111111","71:03:00","High"
"0.51944444444444","8992","8:11","67:21:00","Normal"
"11:51","8097","8:57","70:14:00","Normal"
"0.50972222222222","10354","0.39027777777778","69.77","Normal"
"12:23","8743","0.34236111111111","64:19:00","Normal"
"11:48","8856","7:57","67:51:00","Normal"
"14:12","13814","11:04","71:52:00","High"
"12:26","12168","0.42013888888889","70.72","High"
"14:17","11647","10:25","71:43:00","High"
"0.55208333333333","10663","10:04","69.97","High"
"13:13","9488","8:52","67.78","Normal"
"13:04","7545","8:14","65:12:00","Normal"
"13:22","9712","8:06","70:32:00","Normal"
"0.56180555555556","11159","0.40138888888889","68:45:00","High"
"0.58888888888889","8936","9:04","70:51:00","High"
"12:47","8106","0.35069444444444","66:37:00","Normal"
"0.54930555555556","8017","0.35833333333333","64.71","Normal"
"13:07","8079","0.38472222222222","67:59:00","Normal"
"12:45","9808","7:18","63:57:00","Normal"
"0.51527777777778","7608","8:16","64.61","Normal"
"0.55902777777778","8236","8:43","69:15:00","Normal"
"0.56111111111111","7810","8:44","64:21:00","Normal"
"12:22","8985","8:58","68.77","Normal"
"16:02","15074","11:33","70:31:00","Very-High"
"13:34","10814","8:02","70:08:00","High"
"12:46","8666","7:04","68:03:00","Normal"
"0.55486111111111","10331","7:34","67:27:00","Normal"
"12:01","11153","6:47","70:11:00","Normal"
"0.52430555555556","8957","6:21","65.89","Normal"
"12:22","10134","0.31319444444444","66.64","Normal"
"13:29","9179","0.34375","70:11:00","Normal"
"0.55902777777778","9098","7:29","66.83","Normal"
"0.56875","10558","7:43","68.74","Normal"
"12:41","11197","7:49","66:12:00","Normal"
"13:56","10622","0.35138888888889","68:06:00","High"
"0.54652777777778","8686","0.31736111111111","66:05:00","Normal"
"12:57","9291","0.33541666666667","69:02:00","Normal"
"13:11","12057","0.30486111111111","66.79","Normal"
"0.56319444444444","11834","0.34652777777778","69:15:00","High"
"13:02","11508","0.35","68.98","High"
"0.58888888888889","10683","0.38055555555556","70:55:00","High"
"13:03","9705","0.35902777777778","69.84","Normal"
"13:05","7087","0.35694444444444","72:08:00","Normal"
"12:39","11429","7:53","67:09:00","Normal"
"0.55625","12346","8:45","70:03:00","High"
"13:35","7783","0.34444444444444","73:09:00","Normal"
"15:55","16597","11:09","71:07:00","Very-High"
"14:47","13303","10:29","70.88","High"
"15:06","12662","10:51","70:49:00","High"
"13:53","9262","0.38125","70.72","High"
"13:53","7209","7:05","67:06:00","Normal"
"0.59513888888889","8098","8:19","69.97","Normal"
"0.56805555555556","10004","0.39861111111111","69.76","High"
"12:39","12384","8:57","70:38:00","High"
"12:23","8914","0.34236111111111","70:24:00","Normal"
"0.51527777777778","8190","7:54","68:17:00","Normal"
"13:15","9136","0.34166666666667","69.85","Normal"
"12:09","10133","0.33819444444444","69.94","Normal"
"0.55138888888889","7393","8:54","70:56:00","Normal"
"12:33","9050","0.38958333333333","68.95","Normal"
"0.52013888888889","7606","7:18","71.99","Normal"
"11:59","6601","9:17","68:06:00","Normal"
"12:13","7405","0.30277777777778","69.97","Normal"
"12:35","7160","7:28","67:33:00","Normal"
"12:56","7192","7:07","67:33:00","Normal"
"16:02","14168","0.50625","73:26:00","Very-High"
"14:08","10374","10:13","70.72","High"
"13:03","9839","7:46","67:45:00","Normal"
"12:42","8654","6:53","68:25:00","Normal"
"0.56319444444444","9071","0.30763888888889","66.98","Normal"
"12:35","10076","0.30902777777778","63:25:00","Normal"
"13:44","9827","8:04","67.95","Normal"
"12:43","8780","0.3","65:36:00","Normal"
"14:31","11908","10:34","72:02:00","High"
"12:59","9051","7:05","64:58:00","Normal"
"13:58","9904","8:25","61:05:00","Normal"
"13:02","8355","7:24","61.97","Normal"
"11:58","7597","7:22","70.62","Normal"
"13:14","9308","7:53","66.94","Normal"
"11:59","10915","0.33888888888889","65.62","Normal"
"0.50763888888889","8243","7:23","67.79","Normal"
"0.60555555555556","8721","9:58","65:59:00","Normal"
"12:27","6275","9:39","63:19:00","Normal"
"0.54305555555556","7481","9:49","64.77","Normal"
"14:14","10106","9:03","66:19:00","High"
"0.55486111111111","10203","8:32","66:16:00","Normal"
"12:09","7518","8:07","62:52:00","Normal"
"13:41","8543","0.39236111111111","61:02:00","Normal"
"12:57","9268","8:02","58.84","Normal"
"0.52013888888889","6721","8","61.87","Normal"
"12:48","7506","7:42","65.92","Normal"
"16:01","13993","0.50416666666667","70:12:00","Very-High"
"0.60347222222222","7323","10:18","64.89","Normal"
"0.58472222222222","7980","0.38333333333333","67:08:00","Normal"
"13:07","7418","0.35277777777778","65.78","Normal"
"0.56458333333333","7885","0.37847222222222","63:16:00","Normal"
"0.54583333333333","7044","8:57","62.83","Normal"
"0.55277777777778","7156","0.33472222222222","65:42:00","Normal"
"13:58","7519","8:37","69:15:00","Normal"
"0.55069444444444","7969","0.35902777777778","68:19:00","Normal"
"12:41","6294","0.31666666666667","66:58:00","Normal"
"12:14","6455","7:44","61:58:00","Low"
"0.675","13166","11:26","70:05:00","High"
"0.60486111111111","8232","0.41875","68.87","Normal"
"12:53","7816","7:27","65:55:00","Normal"
"0.60069444444444","7357","8:51","68:12:00","Normal"
"0.51111111111111","8071","8:09","64:25:00","Normal"
"11:05","7927","0.30208333333333","59:53:00","Low"
"0.52361111111111","9622","0.34513888888889","60:15:00","Normal"
"0.58541666666667","11789","8:04","68:22:00","High"
"12:56","6062","7:15","65.83","Normal"
"13:21","7240","0.34930555555556","65.71","Normal"
"11:08","7760","0.33541666666667","64:42:00","Normal"
"11:32","4859","0.23194444444444","59:56:00","Low"
"0.54652777777778","5168","6:53","64.93","Low"
"12:32","5225","6:48","67:16:00","Low"
"11:33","4979","0.23402777777778","66.89","Low"
"14:21","13484","0.48125","70","High"
"0.47430555555556","7159","6:52","65:36:00","Normal"
"13:24","10430","8:49","66.71","Normal"
"11:58","7637","5:17","58.99","Low"
"14:17","10160","9:06","66.66","High"
"11:14","9143","9:53","67.72","Normal"
"12:24","7739","9:07","68.85","Normal"
"0.60694444444444","9969","10","68","High"
"10:47","6535","4:02","65.94","Low"
"6:59","5459","3:51","64.65","Low"
"0.51180555555556","11700","0.42777777777778","72:06:00","High"
"0.48541666666667","8211","8:32","59:16:00","Normal"
"10:53","6268","6:29","64:56:00","Low"
"8:47","5882","0.21805555555556","56.88","Low"
"7:59","4737","4:01","65:52:00","Low"
"0.26319444444444","5578","2:49","64:08:00","Low"
"8:04","4946","0.16805555555556","65:03:00","Low"
"11:55","6814","8:52","66","Normal"
"12:14","8918","0.34930555555556","66:35:00","Normal"
"0.55347222222222","6978","0.39375","65.99","Normal"
"0.55","5769","8:39","65:53:00","Normal"
"11:03","4755","5:46","57:18:00","Low"
"0.14930555555556","4131","0.059027777777778","54.82","Low"
"8:01","4517","3:18","65.79","Low"
"8:33","4609","0.1375","63:14:00","Low"
"8:46","4799","2:44","65:01:00","Low"
"0.23125","5506","0.10763888888889","65:33:00","Low"
"10:13","5522","0.22986111111111","65:32:00","Low"
"7:11","5440","2:51","65:26:00","Low"
"0.42986111111111","4761","0.15208333333333","64.83","Low"
"0.65208333333333","14922","11:03","70:15:00","High"
"0.56319444444444","11059","8:17","71:02:00","High"
